           #Qpath      Energy(meV)           S(Q,E)
  1.3935691738E-02  1.0526315789E+00  1.2288331684E-02
  1.3935691738E-02  1.0827067669E+00  1.1866865085E-02
  1.3935691738E-02  1.1127819549E+00  1.1445493947E-02
  1.3935691738E-02  1.1428571429E+00  1.1025252149E-02
  1.3935691738E-02  1.1729323308E+00  1.0607132081E-02
  1.3935691738E-02  1.2030075188E+00  1.0192081279E-02
  1.3935691738E-02  1.2330827068E+00  9.7809994718E-03
  1.3935691738E-02  1.2631578947E+00  9.3747360333E-03
  1.3935691738E-02  1.2932330827E+00  8.9740878387E-03
  1.3935691738E-02  1.3233082707E+00  8.5797975375E-03
